run_id,model_key,dataset_id,module,locus_id,fit_seed,template_id,concept,expected_rows,actual_unique_rows,failed_rows,execution_status,baseline_module,baseline_fit_seed,reason
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,CORE,vis.last,0,IB,Effusion,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,CORE,vis.last,0,IB,Atelectasis,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,CORE,vis.last,0,IB,Pneumothorax,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,CORE,vis.last,0,IB,Cardiomegaly,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,CORE,vis.last,0,IB,Consolidation,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,CORE,vis.last,0,IB,Edema,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,CALIBRATION,vis.last,0,IB,Effusion,400,400,0,COMPLETE,,,
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,CALIBRATION,vis.last,0,IB,Atelectasis,400,400,0,COMPLETE,,,
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,CALIBRATION,vis.last,0,IB,Pneumothorax,400,400,0,COMPLETE,,,
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,CALIBRATION,vis.last,0,IB,Cardiomegaly,400,400,0,COMPLETE,,,
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,CALIBRATION,vis.last,0,IB,Consolidation,400,400,0,COMPLETE,,,
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,CALIBRATION,vis.last,0,IB,Edema,400,400,0,COMPLETE,,,
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,PROMPT,vis.last,0,WY,Effusion,76200,0,0,NOT_STARTED,,,INELIGIBLE: semantic mapping failed image-free preflight (check E)
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,PROMPT,vis.last,0,WY,Edema,76200,0,0,NOT_STARTED,,,INELIGIBLE: semantic mapping failed image-free preflight (check E)
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,PROMPT,vis.last,0,IA,Effusion,76200,0,0,NOT_STARTED,,,INELIGIBLE: semantic mapping failed image-free preflight (check E)
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,PROMPT,vis.last,0,IA,Edema,76200,0,0,NOT_STARTED,,,INELIGIBLE: semantic mapping failed image-free preflight (check E)
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,PROMPT,vis.last,0,IB,Effusion,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,PROMPT,vis.last,0,IB,Edema,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,PROMPT,vis.last,0,WA,Effusion,76200,0,0,NOT_STARTED,,,INELIGIBLE: semantic mapping failed image-free preflight (check E)
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,PROMPT,vis.last,0,WA,Edema,76200,0,0,NOT_STARTED,,,INELIGIBLE: semantic mapping failed image-free preflight (check E)
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,PROMPT,vis.last,0,WB,Effusion,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,PROMPT,vis.last,0,WB,Edema,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llama32-11:chexpert:mayo,llama32-11,chexpert,DOSE,vis.last,0,IB,Effusion,27000,27000,0,COMPLETE,CORE,0,
