run_id,model_key,dataset_id,module,locus_id,fit_seed,template_id,concept,expected_rows,actual_unique_rows,failed_rows,execution_status,baseline_module,baseline_fit_seed,reason
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CORE,vis.last,0,IY,Effusion,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CORE,vis.last,0,IY,Atelectasis,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CORE,vis.last,0,IY,Pneumothorax,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CORE,vis.last,0,IY,Cardiomegaly,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CORE,vis.last,0,IY,Mass,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CORE,vis.last,0,IY,Nodule,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CALIBRATION,vis.last,0,IY,Effusion,400,400,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CALIBRATION,vis.last,0,IY,Atelectasis,400,400,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CALIBRATION,vis.last,0,IY,Pneumothorax,400,400,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CALIBRATION,vis.last,0,IY,Cardiomegaly,400,400,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CALIBRATION,vis.last,0,IY,Mass,400,400,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CALIBRATION,vis.last,0,IY,Nodule,400,400,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CALIBRATION,vis.last,0,WY,Effusion,400,400,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CALIBRATION,vis.last,0,WY,Mass,400,400,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CALIBRATION,vis.last,0,IA,Effusion,400,400,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CALIBRATION,vis.last,0,IA,Mass,400,400,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CALIBRATION,vis.last,0,IB,Effusion,400,0,0,NOT_STARTED,,,INELIGIBLE: semantic mapping failed image-free preflight (check E)
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CALIBRATION,vis.last,0,IB,Mass,400,0,0,NOT_STARTED,,,INELIGIBLE: semantic mapping failed image-free preflight (check E)
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CALIBRATION,vis.last,0,WA,Effusion,400,400,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CALIBRATION,vis.last,0,WA,Mass,400,400,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CALIBRATION,vis.last,0,WB,Effusion,400,0,0,NOT_STARTED,,,INELIGIBLE: semantic mapping failed image-free preflight (check E)
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,CALIBRATION,vis.last,0,WB,Mass,400,0,0,NOT_STARTED,,,INELIGIBLE: semantic mapping failed image-free preflight (check E)
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,PROMPT,vis.last,0,WY,Effusion,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,PROMPT,vis.last,0,WY,Mass,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,PROMPT,vis.last,0,IA,Effusion,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,PROMPT,vis.last,0,IA,Mass,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,PROMPT,vis.last,0,IB,Effusion,76200,0,0,NOT_STARTED,,,INELIGIBLE: semantic mapping failed image-free preflight (check E)
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,PROMPT,vis.last,0,IB,Mass,76200,0,0,NOT_STARTED,,,INELIGIBLE: semantic mapping failed image-free preflight (check E)
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,PROMPT,vis.last,0,WA,Effusion,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,PROMPT,vis.last,0,WA,Mass,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,PROMPT,vis.last,0,WB,Effusion,76200,0,0,NOT_STARTED,,,INELIGIBLE: semantic mapping failed image-free preflight (check E)
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,PROMPT,vis.last,0,WB,Mass,76200,0,0,NOT_STARTED,,,INELIGIBLE: semantic mapping failed image-free preflight (check E)
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,DOSE,vis.last,0,IY,Effusion,27000,27000,0,COMPLETE,CORE,0,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,DOSE,vis.last,0,IY,Atelectasis,27000,27000,0,COMPLETE,CORE,0,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,DOSE,vis.last,0,IY,Pneumothorax,27000,27000,0,COMPLETE,CORE,0,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,DOSE,vis.last,0,IY,Cardiomegaly,27000,27000,0,COMPLETE,CORE,0,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,DOSE,vis.last,0,IY,Mass,27000,27000,0,COMPLETE,CORE,0,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,DOSE,vis.last,0,IY,Nodule,27000,27000,0,COMPLETE,CORE,0,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,REFIT,vis.last,1,IY,Effusion,4200,4200,0,COMPLETE,CORE,0,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,REFIT,vis.last,2,IY,Effusion,4200,4200,0,COMPLETE,CORE,0,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,REFIT,vis.last,1,IY,Atelectasis,4200,4200,0,COMPLETE,CORE,0,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,REFIT,vis.last,2,IY,Atelectasis,4200,4200,0,COMPLETE,CORE,0,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,REFIT,vis.last,1,IY,Pneumothorax,4200,4200,0,COMPLETE,CORE,0,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,REFIT,vis.last,2,IY,Pneumothorax,4200,4200,0,COMPLETE,CORE,0,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,REFIT,vis.last,1,IY,Cardiomegaly,4200,4200,0,COMPLETE,CORE,0,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,REFIT,vis.last,2,IY,Cardiomegaly,4200,4200,0,COMPLETE,CORE,0,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,REFIT,vis.last,1,IY,Mass,4200,4200,0,COMPLETE,CORE,0,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,REFIT,vis.last,2,IY,Mass,4200,4200,0,COMPLETE,CORE,0,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,REFIT,vis.last,1,IY,Nodule,4200,4200,0,COMPLETE,CORE,0,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,REFIT,vis.last,2,IY,Nodule,4200,4200,0,COMPLETE,CORE,0,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,LOCUS,connector,0,IY,Effusion,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,LOCUS,connector,0,IY,Atelectasis,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,LOCUS,connector,0,IY,Pneumothorax,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,LOCUS,connector,0,IY,Cardiomegaly,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,LOCUS,connector,0,IY,Mass,76200,76200,0,COMPLETE,,,
cf-transfer-v1:llava15-13:nih:mayo,llava15-13,nih,LOCUS,connector,0,IY,Nodule,76200,76200,0,COMPLETE,,,
